Content ID,Reaction Type,Datetime,Content Type,Category,URL,Sentiment,Score
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-06-27 18:44:39,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-05-09 21:05:17,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,2020-08-04 23:58:42,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2020-08-28 03:57:20,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2021-04-20 23:48:12,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-03-07 12:40:11,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2021-05-24 03:21:13,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-01-24 11:03:43,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-04-09 02:46:20,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,0
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-02-02 03:43:43,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-02-04 03:06:12,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-09 02:49:59,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-29 16:00:27,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,want,2021-02-13 07:54:01,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2020-07-14 05:28:44,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2020-08-23 10:30:37,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-05-10 09:27:42,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15 03:59:11,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,2020-06-25 17:01:58,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,10
9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,2020-09-13 00:11:50,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,45
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 18:17:06,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 04:53:56,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,15
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40:53,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15:26,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 01:00:28,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17:43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26:43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 03:02:28,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52:30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 07:59:11,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15:19,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 05:56:19,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13:23,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41:04,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36:01,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:13,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,neutral,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,video,food,https://socialbuzz.cdn.com/content/storage/01ab84dd-6364-4236-abbb-3f237db77180,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,video,technology,https://socialbuzz.cdn.com/content/storage/e5490118-90d5-4572-ab1c-1fbc87b8d9ca,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,video,technology,https://socialbuzz.cdn.com/content/storage/e5490118-90d5-4572-ab1c-1fbc87b8d9ca,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,video,technology,https://socialbuzz.cdn.com/content/storage/e5490118-90d5-4572-ab1c-1fbc87b8d9ca,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,video,technology,https://socialbuzz.cdn.com/content/storage/e5490118-90d5-4572-ab1c-1fbc87b8d9ca,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,photo,soccer,https://socialbuzz.cdn.com/content/storage/0bedca96-fb76-4287-a83c-17330ed39cce,positive,72
